CNTRY,Year,Age,Pop,deaths,mx,qx,ax,lx,dx,Lx,Tx,ex
LVA,2017,30,138635,259,0.0018600000000000001,0.00925,2.78,98162,908,488792,4506629,45.91
LVA,2017,35,125024,317,0.00254,0.01263,2.63,97253,1228,483359,4017837,41.31
LVA,2017,40,132105,432,0.00332,0.01645,2.53,96025,1579,476228,3534478,36.81
LVA,2017,45,133550,687,0.00515,0.02544,2.59,94446,2403,466430,3058250,32.38
LVA,2017,50,135855,1051,0.00778,0.03824,2.7,92043,3520,452130,2591820,28.16
LVA,2017,55,144574,1583,0.01095,0.05336,2.63,88523,4724,431428,2139690,24.17
LVA,2017,60,123413,2020,0.01626,0.07825,2.61,83799,6557,403328,1708263,20.39
LVA,2017,65,110632,2609,0.02349,0.1111,2.57,77242,8582,365382,1304935,16.89
LVA,2017,70,86241,2790,0.03247,0.15059,2.59,68660,10340,318404,939552,13.68
LVA,2017,75,90133,4349,0.04863,0.21754,2.58,58320,12687,260904,621148,10.65
LVA,2017,80,55838,4445,0.07862,0.32921,2.53,45633,15023,191090,360245,7.89
LVA,2017,85,32523.53,4545,0.13928,0.51425,2.46,30611,15742,113021,169155,5.53
LVA,2017,90,10919.45,2644,0.23484,0.70953,2.21,14869,10550,44924,56134,3.78
LVA,2017,95,1621.31,624.03,0.36873,0.86344,1.92,4319,3729,10114,11209,2.6
NLD,2016,0,170341,597,0.00347,0.00346,0.14,100000,346,99703,8154738,81.55
NLD,2016,1,706513,106,1.5e-4,6e-4,1.78,99654,60,398481,8055035,80.83
NLD,2016,5,930038,55,6e-5,3e-4,2.57,99594,29,497896,7656553,76.88
NLD,2016,10,992880,79,8e-5,4e-4,2.52,99564,40,497721,7158657,71.9
NLD,2016,15,1018727,183,1.8e-4,8.9e-4,2.91,99524,89,497436,6660935,66.93
NLD,2016,20,1065946,315,3e-4,0.00148,2.48,99435,147,496806,6163500,61.98
NLD,2016,25,1071002,366,3.4e-4,0.00169,2.58,99288,168,496035,5666694,57.07
NLD,2016,30,1017341,480,4.7e-4,0.00234,2.57,99120,232,495037,5170658,52.17
NLD,2016,35,1009413,608,6e-4,0.003,2.53,98888,296,493709,4675621,47.28
NLD,2016,40,1119982,1098,9.9e-4,0.00494,2.73,98592,487,491854,4181912,42.42
NLD,2016,45,1286744,2043,0.00159,0.00792,2.65,98105,777,488698,3690058,37.61
NLD,2016,50,1280519,3625,0.00283,0.01406,2.71,97327,1368,483507,3201360,32.89
NLD,2016,55,1170614,5564,0.00472,0.02337,2.67,95959,2242,474566,2717853,28.32
NLD,2016,60,1053752,8058,0.00761,0.03737,2.65,93717,3502,460364,2243287,23.94
NLD,2016,65,1046703,12444,0.01199,0.0583,2.65,90215,5259,438708,1782923,19.76
NLD,2016,70,729512,14675,0.01936,0.09261,2.67,84955,7868,406475,1344215,15.82
NLD,2016,75,560345,18383,0.03266,0.15174,2.67,77087,11697,358195,937740,12.16
NLD,2016,80,394936,24330,0.06129,0.26756,2.63,65390,17495,285458,579544,8.86
NLD,2016,85,234047.85,27338,0.11602,0.45038,2.52,47895,21571,185926,294086,6.14
NLD,2016,90,96889.51000000001,20382,0.20914,0.66608,2.27,26324,17534,83838,108161,4.11
NLD,2016,95,22822.68,8267.97,0.34192,0.84229,1.99,8790,7404,21653,24323,2.77
NOR,2014,0,59335,144,0.00242,0.00241,0.14,100000,241,99793,8208822,82.09
NOR,2014,1,252577,29,1.2e-4,4.6e-4,1.72,99759,46,398928,8109028,81.29
NOR,2014,5,310750,25,8e-5,4e-4,2.09,99712,40,498446,7710100,77.32
NOR,2014,10,308183,21,7e-5,3.4e-4,2.67,99673,34,498284,7211654,72.35
NOR,2014,15,325805,68,2.1e-4,0.00104,2.85,99639,103,497971,6713370,67.38
NOR,2014,20,342428,135,3.9e-4,0.00196,2.66,99535,195,497220,6215400,62.44
NOR,2014,25,342336,160,4.6e-4,0.0023,2.55,99341,229,496143,5718179,57.56
NOR,2014,30,341063,193,5.6e-4,0.00281,2.52,99112,278,494869,5222036,52.69
NOR,2014,35,343328,250,7.3e-4,0.00363,2.72,98834,359,493350,4727167,47.83
NOR,2014,40,375806,345,9.2e-4,0.00458,2.71,98475,451,491343,4233817,42.99
NOR,2014,45,367228,577,0.00156,0.00777,2.72,98024,762,488383,3742474,38.18
NOR,2014,50,330455,912,0.00275,0.01364,2.68,97262,1327,483230,3254091,33.46
NOR,2014,55,311919,1297,0.00414,0.02048,2.6,95935,1964,474958,2770861,28.88
NOR,2014,60,285285,1935,0.00677,0.03334,2.64,93971,3133,462472,2295902,24.43
NOR,2014,65,273975,3086,0.01121,0.05461,2.68,90838,4961,442688,1833431,20.18
NOR,2014,70,183473,3377,0.01801,0.08645,2.67,85877,7424,412114,1390743,16.19
NOR,2014,75,134350,4324,0.03181,0.14802,2.66,78453,11612,365043,978629,12.47
NOR,2014,80,106410,6251,0.05857,0.25727,2.64,66841,17196,293594,613586,9.18
NOR,2014,85,71957,7655,0.10661,0.42172,2.52,49645,20936,196379,319992,6.45
NOR,2014,90,34151,6821,0.19769,0.64529,2.31,28709,18526,93709,123612,4.31
NOR,2014,95,8247,2789,0.31932,0.81998,2.03,10183,8350,26149,29903,2.94
NZL_MA,2008,0,18713.29,115,0.00611,0.00608,0.14,100000,608,99475,7407401,74.07
NZL_MA,2008,1,60325.78,28,4.2e-4,0.00169,1.3,99392,168,397117,7307926,73.53
NZL_MA,2008,5,70327.04,11,1.6e-4,7.8e-4,2.4,99225,78,495921,6910809,69.65
NZL_MA,2008,10,69582.83,17,2.4e-4,0.00122,3.27,99147,121,495524,6414889,64.7
NZL_MA,2008,15,67433.12,56,8.3e-4,0.00416,2.77,99026,412,494209,5919365,59.78
NZL_MA,2008,20,51065.26,64,0.00121,0.00602,2.32,98613,594,491475,5425156,55.01
NZL_MA,2008,25,43438.770000000004,35,8e-4,0.00402,2.48,98019,394,489103,4933681,50.33
NZL_MA,2008,30,42307.46,39,9.2e-4,0.00461,2.74,97626,450,487112,4444578,45.53
NZL_MA,2008,35,43311.05,75,0.00174,0.00864,2.75,97176,840,483990,3957466,40.72
NZL_MA,2008,40,40048.020000000004,116,0.00291,0.01445,2.77,96336,1392,478568,3473476,36.06
NZL_MA,2008,45,37586.83,145,0.00383,0.01897,2.69,94943,1801,470557,2994908,31.54
NZL_MA,2008,50,28574.53,201,0.00696,0.03427,2.77,93142,3192,458579,2524351,27.1
NZL_MA,2008,55,22067.59,284,0.01271,0.06168,2.61,89950,5548,436517,2065772,22.97
NZL_MA,2008,60,15549.4,307,0.0192,0.09161,2.5,84402,7732,402708,1629254,19.3
NZL_MA,2008,65,11750.75,326,0.02749,0.12883,2.56,76670,9877,359254,1226547,16
NZL_MA,2008,70,7831.889999999999,343,0.04308,0.1951,2.59,66793,13031,302519,867293,12.98
NZL_MA,2008,75,4631.3,253,0.0534,0.23603,2.54,53761,12689,237623,564774,10.51
NZL_MA,2008,80,2265.69,215,0.08933,0.36429,2.47,41072,14962,167501,327151,7.97
NZL_MA,2008,85,826.5,103,0.1294,0.48363,2.39,26110,12628,97586,159650,6.11
NZL_MA,2008,90,258.85,53,0.1878,0.62081,2.27,13482,8370,44570,62064,4.6
NZL_MA,2008,95,65.07,18,0.27033,0.75734,2.1,5112,3872,14323,17494,3.42
NZL_NM,2008,0,44226.09,180,0.00426,0.00424,0.14,100000,424,99636,8108539,81.09
NZL_NM,2008,1,172986.33,53,3e-4,0.00122,1.3,99576,121,397977,8008904,80.43
NZL_NM,2008,5,218463.75,25,1.2e-4,5.8e-4,2.28,99455,57,497118,7610927,76.53
NZL_NM,2008,10,234288.84,34,1.4e-4,7.2e-4,3.19,99398,72,496858,7113809,71.57
NZL_NM,2008,15,253609.36,139,5.5e-4,0.00274,2.84,99326,272,496043,6616950,66.62
NZL_NM,2008,20,243839.12,140,5.7e-4,0.00286,2.35,99054,283,494520,6120907,61.79
NZL_NM,2008,25,226050.24,136,5.9e-4,0.00297,2.47,98771,293,493114,5626387,56.96
NZL_NM,2008,30,232109.56,143,6.2e-4,0.00311,2.6,98478,306,491655,5133273,52.13
NZL_NM,2008,35,270160.55,247,9.2e-4,0.00459,2.62,98171,451,489783,4641618,47.28
NZL_NM,2008,40,276258.84,309,0.00112,0.00561,2.62,97720,548,487297,4151835,42.49
NZL_NM,2008,45,278830.89,457,0.00163,0.00811,2.55,97173,788,483930,3664539,37.71
NZL_NM,2008,50,244696.81,622,0.00252,0.01251,2.6,96384,1205,479024,3180609,33
NZL_NM,2008,55,221445.78,995,0.00448,0.02219,2.7,95179,2112,471035,2701585,28.38
NZL_NM,2008,60,189098.71000000002,1349,0.00704,0.03466,2.7,93067,3225,457912,2230550,23.97
NZL_NM,2008,65,152840.77,1791,0.01164,0.05665,2.66,89842,5089,437313,1772638,19.73
NZL_NM,2008,70,116337.53,2309,0.0197,0.09421,2.68,84752,7985,405241,1335325,15.76
NZL_NM,2008,75,99839.58,3504,0.03513,0.16244,2.68,76768,12470,354963,930084,12.12
NZL_NM,2008,80,74482.28,4670,0.06239,0.27159,2.62,64298,17463,279878,575120,8.94
NZL_NM,2008,85,41548.14,4780,0.11358,0.44197,2.49,46835,20699,182240,295242,6.3
NZL_NM,2008,90,15599.01,3076,0.19621,0.64,2.28,26135,16727,85250,113002,4.32
NZL_NM,2008,95,4083.54,1359,0.31773,0.81816,2.04,9409,7698,24227,27752,2.95
NZL_NP,2013,0,60726.13,260,0.00431,0.00429,0.14,100000,429,99631,8164251,81.64
NZL_NP,2013,1,253088.24,50,2e-4,8e-4,1.42,99571,80,398078,8064620,80.99
NZL_NP,2013,5,297104.58,25,8e-5,4.1e-4,2.07,99491,41,497336,7666541,77.06
NZL_NP,2013,10,298376.83999999997,30,1e-4,5.1e-4,2.67,99450,50,497135,7169205,72.09
NZL_NP,2013,15,312658.51,150,4.8e-4,0.00239,2.77,99400,237,496472,6672071,67.12
NZL_NP,2013,20,312807.6,168,5.3e-4,0.00264,2.41,99163,262,495136,6175599,62.28
NZL_NP,2013,25,276007.2,138,4.9e-4,0.00245,2.37,98901,242,493868,5680463,57.44
NZL_NP,2013,30,269716.39,160,5.9e-4,0.00294,2.48,98658,290,492560,5186596,52.57
NZL_NP,2013,35,280217.94,238,8.5e-4,0.00426,2.64,98368,419,490853,4694036,47.72
NZL_NP,2013,40,317125.41,398,0.00126,0.00627,2.66,97949,614,488308,4203183,42.91
NZL_NP,2013,45,313745.45,620,0.00198,0.00986,2.63,97335,960,484398,3714875,38.17
NZL_NP,2013,50,310278.1,965,0.0031,0.01538,2.71,96376,1483,478482,3230476,33.52
NZL_NP,2013,55,268606.05,1200,0.00443,0.02192,2.68,94893,2080,469631,2751995,29
NZL_NP,2013,60,240147.15,1637,0.00679,0.03341,2.71,92813,3101,456976,2282363,24.59
NZL_NP,2013,65,198529.92,2180,0.01081,0.05273,2.69,89712,4730,437650,1825388,20.35
NZL_NP,2013,70,152537.45,2802,0.01821,0.08732,2.65,84982,7421,407480,1387738,16.33
NZL_NP,2013,75,107817.7,3441,0.03169,0.14772,2.7,77561,11457,361491,980258,12.64
NZL_NP,2013,80,81926.68,4599,0.05609,0.24739,2.62,66104,16353,291566,618767,9.36
NZL_NP,2013,85,49316.28,5332,0.10751,0.42458,2.53,49751,21123,196485,327202,6.58
NZL_NP,2013,90,19200.03,3547,0.18073,0.60827,2.31,28627,17413,96348,130717,4.57
NZL_NP,2013,95,4932.59,1588,0.30354,0.8031,2.07,11214,9006,29671,34368,3.06
POL,2016,0,362130,1522,0.00415,0.00414,0.14,100000,414,99645,7780746,77.81
POL,2016,1,1529545,239,1.6e-4,6.3e-4,1.64,99586,63,398197,7681101,77.13
POL,2016,5,2065550,192,9e-5,4.6e-4,2.39,99523,46,497496,7282904,73.18
POL,2016,10,1797339,201,1.1e-4,5.6e-4,2.83,99477,56,497266,6785408,68.21
POL,2016,15,1977716,677,3.4e-4,0.00171,2.98,99422,170,496765,6288143,63.25
POL,2016,20,2411283,1311,5.5e-4,0.00277,2.59,99251,275,495593,5791378,58.35
POL,2016,25,2832463,1828,6.5e-4,0.00326,2.58,98976,323,494101,5295784,53.51
POL,2016,30,3245474,2863,8.8e-4,0.0044,2.64,98654,434,492246,4801684,48.67
POL,2016,35,3102846,4004,0.00129,0.00643,2.63,98220,632,489604,4309438,43.88
POL,2016,40,2730562,5595,0.00203,0.0101,2.73,97588,986,485706,3819834,39.14
POL,2016,45,2334025,8159,0.00348,0.01726,2.67,96602,1667,479135,3334128,34.51
POL,2016,50,2408302,13420,0.00561,0.02771,2.69,94935,2630,468596,2854992,30.07
POL,2016,55,2837050,24994,0.00891,0.04362,2.66,92305,4027,452090,2386397,25.85
POL,2016,60,2726536,36760,0.01344,0.06513,2.62,88278,5750,427708,1934307,21.91
POL,2016,65,2161758,42721,0.01938,0.09257,2.59,82528,7640,394236,1506598,18.26
POL,2016,70,1208233,33870,0.02714,0.12731,2.58,74889,9534,351343,1112363,14.85
POL,2016,75,1139332,45852,0.0405,0.18457,2.6,65354,12063,297828,761020,11.64
POL,2016,80,862711,58783,0.06794,0.29175,2.58,53292,15548,228834,463192,8.69
POL,2016,85,499072.33,60013,0.11913,0.45822,2.48,37744,17295,145176,234358,6.21
POL,2016,90,175746.12,35209,0.19559000000000001,0.63998,2.3,20449,13087,66911,89182,4.36
POL,2016,95,29574.49,9796,0.30939,0.80789,2.04,7362,5948,19224,22271,3.03
PRT,2015,0,82264,250.04,0.00298,0.00297,0.14,100000,297,99745,8112410,81.12
PRT,2015,1,367535,58,1.7e-4,6.6e-4,1.64,99703,66,398656,8012665,80.37
PRT,2015,5,499768,49,1e-4,4.9e-4,2.49,99637,49,498062,7614009,76.42
PRT,2015,10,540674,45,8e-5,4.2e-4,2.54,99588,42,497836,7115948,71.45
PRT,2015,15,552373,120,2.2e-4,0.00109,2.98,99546,108,497512,6618111,66.48
PRT,2015,20,553108,182,3.3e-4,0.00166,2.52,99438,165,496781,6120599,61.55
PRT,2015,25,566505,226,4e-4,0.00201,2.63,99273,199,495894,5623819,56.65
PRT,2015,30,668652,333.05,5.1e-4,0.00254,2.55,99074,252,494753,5127925,51.76
PRT,2015,35,786750,609.1,7.8e-4,0.00389,2.65,98822,384,493209,4633172,46.88
PRT,2015,40,797274,1136.17,0.00142,0.00708,2.65,98438,697,490550,4139963,42.06
PRT,2015,45,757206,1826.34,0.00242,0.01201,2.67,97741,1174,485969,3649413,37.34
PRT,2015,50,756100,2729.49,0.00361,0.01789,2.67,96567,1727,478808,3163443,32.76
PRT,2015,55,694551,3713.64,0.00534,0.02634,2.6,94840,2498,468204,2684635,28.31
PRT,2015,60,646895,5085.91,0.00782,0.03835,2.56,92341,3541,453063,2216431,24
PRT,2015,65,586336,6688.16,0.01137,0.0554,2.67,88800,4919,432525,1763368,19.86
PRT,2015,70,485196,8938.52,0.01827,0.08759,2.65,83881,7347,402142,1330843,15.87
PRT,2015,75,438065,13877.26,0.03176,0.14795,2.69,76534,11323,356460,928701,12.13
PRT,2015,80,333973,20332.14,0.0604,0.26415,2.63,65211,17225,285185,572240,8.78
PRT,2015,85,178128.48,21806.22,0.12021,0.46343,2.53,47985,22238,185000,287056,5.98
PRT,2015,90,68131.56,15000.11,0.21993,0.68641,2.26,25747,17673,80358,102056,3.96
PRT,2015,95,15337.18,5504.719999999999,0.35364,0.85269,1.96,8074,6885,19468,21698,2.69
RUS,2014,0,1883389,14180.48,0.00746,0.00742,0.13,100000,742,99358,7091642,70.92
RUS,2014,1,7015760,3165.34,4.4e-4,0.00176,1.68,99258,174,396630,6992284,70.45
RUS,2014,5,7662113,1842.04,2.4e-4,0.00118,2.38,99084,117,495114,6595653,66.57
RUS,2014,10,6822546,2027.8,3e-4,0.00148,2.77,98967,146,494509,6100539,61.64
RUS,2014,15,6955412,5387.35,7.8e-4,0.00389,2.81,98821,385,493261,5606030,56.73
RUS,2014,20,9970877,13791.38,0.00142,0.00708,2.65,98436,697,490543,5112769,51.94
RUS,2014,25,12522470,28927.86,0.00231,0.0115,2.66,97740,1124,486071,4622226,47.29
RUS,2014,30,11660628,44307.58,0.00377,0.01868,2.63,96616,1805,478805,4136155,42.81
RUS,2014,35,10613835,53652.54,0.00503,0.02486,2.53,94812,2357,468238,3657351,38.57
RUS,2014,40,9750525,56215.8,0.0057,0.02812,2.54,92454,2600,455864,3189113,34.49
RUS,2014,45,9186829,66147,0.00728,0.03578,2.58,89854,3215,441486,2733249,30.42
RUS,2014,50,11184223,107884.73,0.00977,0.04773,2.58,86640,4135,423210,2291763,26.45
RUS,2014,55,10634059,148835.52,0.0139,0.06725,2.6,82505,5549,399202,1868553,22.65
RUS,2014,60,8948524,178404.23,0.01979,0.09441,2.58,76956,7265,367166,1469351,19.09
RUS,2014,65,5268775,151724.17,0.02653,0.12448,2.53,69691,8675,327034,1102186,15.82
RUS,2014,70,4677550,165943,0.03723,0.17088,2.6,61016,10426,280042,775151,12.7
RUS,2014,75,4530254,275007.64,0.05923,0.25878,2.56,50590,13092,221041,495109,9.79
RUS,2014,80,2586376.2199999997,240391.9,0.0942,0.38189,2.52,37498,14320,152018,274068,7.31
RUS,2014,85,1442531.44,222845.44,0.15247,0.54473,2.38,23178,12626,82807,122050,5.27
RUS,2014,90,298456.67,76421.55,0.24254,0.72186,2.2,10552,7617,31405,39243,3.72
RUS,2014,95,57278.16,20935.61,0.35835,0.85268,1.93,2935,2503,6984,7838,2.67
SVK,2017,0,58277,263,0.00446,0.00445,0.14,100000,445,99618,7721843,77.22
SVK,2017,1,226328,58,2.5e-4,0.00101,1.49,99555,101,397968,7622225,76.56
SVK,2017,5,290886,34,1.2e-4,5.9e-4,2.34,99454,58,497117,7224258,72.64
SVK,2017,10,264737,33,1.2e-4,6.2e-4,2.77,99396,62,496843,6727141,67.68
SVK,2017,15,277754,107,3.8e-4,0.00191,3.32,99334,190,496352,6230298,62.72
SVK,2017,20,332754,153,4.7e-4,0.00235,2.46,99144,233,495130,5733946,57.83
SVK,2017,25,396907,231,5.9e-4,0.00293,2.59,98911,290,493856,5238815,52.96
SVK,2017,30,432619,322,7.5e-4,0.00373,2.72,98621,367,492268,4744959,48.11
SVK,2017,35,453287,486,0.00107,0.00536,2.77,98254,527,490093,4252691,43.28
SVK,2017,40,434461,792,0.0018,0.00899,2.73,97727,878,486643,3762598,38.5
SVK,2017,45,355840,1102,0.00308,0.01528,2.7,96849,1480,480838,3275955,33.83
SVK,2017,50,363869,2038,0.00563,0.02777,2.66,95369,2648,470652,2795117,29.31
SVK,2017,55,366397,3075,0.00844,0.04142,2.72,92720,3840,454829,2324465,25.07
SVK,2017,60,366568,4987,0.0136,0.0659,2.63,88880,5857,430535,1869636,21.04
SVK,2017,65,297613,5768,0.01907,0.09123,2.63,83023,7574,397130,1439102,17.33
SVK,2017,70,196756,5924,0.02949,0.13776,2.61,75448,10393,352417,1041971,13.81
SVK,2017,75,146356,6915,0.04692,0.21123,2.64,65055,13742,292864,689554,10.6
SVK,2017,80,97487,8090,0.08315,0.34599,2.58,51313,17754,213520,396690,7.73
SVK,2017,85,54235.96,7973,0.14661,0.53128,2.41,33559,17829,121610,183170,5.46
SVK,2017,90,19443.85,4440,0.22479,0.69583,2.26,15730,10945,48693,61560,3.91
SVK,2017,95,2950.36,1123,0.35493,0.85076,1.94,4784,4070,11468,12868,2.69
SVN,2017,0,20324,42,0.00207,0.00207,0.14,100000,207,99823,8092508,80.93
SVN,2017,1,85132,5,6e-5,2.4e-4,0.7,99793,24,399092,7992685,80.09
SVN,2017,5,110092,7,6e-5,3.2e-4,3.24,99769,32,498787,7593593,76.11
SVN,2017,10,93046,8,9e-5,4.4e-4,3.76,99737,44,498629,7094806,71.14
SVN,2017,15,93598,21,2.3e-4,0.00112,2.92,99693,112,498232,6596177,66.16
SVN,2017,20,102222,43,4.2e-4,0.00211,2.58,99581,210,497397,6097945,61.24
SVN,2017,25,123848,55,4.6e-4,0.0023,2.28,99371,229,496233,5600548,56.36
SVN,2017,30,140803,73,5.2e-4,0.0026,2.73,99142,257,495127,5104315,51.48
SVN,2017,35,156809,96,6.1e-4,0.00306,3.01,98885,302,493822,4609188,46.61
SVN,2017,40,152605,150,9.8e-4,0.00489,2.64,98582,482,491773,4115366,41.75
SVN,2017,45,146679,265,0.00181,0.009,2.75,98100,883,488512,3623593,36.94
SVN,2017,50,155160,533,0.00344,0.01706,2.65,97217,1658,482191,3135081,32.25
SVN,2017,55,148636,863,0.00581,0.02866,2.64,95559,2739,471332,2652890,27.76
SVN,2017,60,146515,1378,0.00941,0.04605,2.65,92820,4274,454061,2181558,23.5
SVN,2017,65,121360,1645,0.0134,0.06496,2.67,88546,5752,429314,1727498,19.51
SVN,2017,70,86507,1782,0.0204,0.09725,2.61,82794,8052,394764,1298183,15.68
SVN,2017,75,76767,2603,0.03365,0.15585,2.64,74742,11649,346206,903419,12.09
SVN,2017,80,57504,3626,0.06314,0.27452,2.62,63093,17320,274320,557213,8.83
SVN,2017,85,33508.99,3927,0.11633,0.45166,2.53,45773,20674,177713,282893,6.18
SVN,2017,90,12405.69,2572,0.20381,0.65746,2.3,25099,16502,80967,105180,4.19
SVN,2017,95,2363.27,815.01,0.33513,0.83577,2,8597,7186,21441,24213,2.82
SWE,2017,0,119023,278,0.00236,0.00235,0.14,100000,235,99799,8244061,82.44
SWE,2017,1,478018,49,1e-4,4.1e-4,1.79,99765,41,398968,8144262,81.63
SWE,2017,5,600853,38,6e-5,3.1e-4,2.24,99724,31,498534,7745294,77.67
SWE,2017,10,563100,51,9e-5,4.5e-4,3,99693,45,498374,7246760,72.69
SWE,2017,15,529612,129,2.4e-4,0.0012,3.16,99648,120,498020,6748386,67.72
SWE,2017,20,640179,268,4.2e-4,0.00212,2.6,99528,211,497135,6250366,62.8
SWE,2017,25,711687,400,5.5e-4,0.00276,2.52,99317,274,495906,5753231,57.93
SWE,2017,30,641176,358,5.5e-4,0.00274,2.5,99043,272,494537,5257325,53.08
SWE,2017,35,617317,401,6.4e-4,0.00321,2.57,98771,317,493085,4762788,48.22
SWE,2017,40,647816,578,8.9e-4,0.00446,2.55,98454,439,491194,4269703,43.37
SWE,2017,45,658991,906,0.00138,0.00687,2.77,98015,673,488570,3778509,38.55
SWE,2017,50,666684,1495,0.00222,0.01105,2.72,97342,1076,484252,3289939,33.8
SWE,2017,55,581418,2139,0.00366,0.01817,2.68,96266,1749,477278,2805687,29.15
SWE,2017,60,562422,3646,0.00647,0.03188,2.74,94516,3013,465762,2328409,24.63
SWE,2017,65,573266,5926,0.01041,0.05084,2.69,91503,4652,446748,1862646,20.36
SWE,2017,70,539911,9432,0.01725,0.08292,2.67,86851,7202,417491,1415898,16.3
SWE,2017,75,356786,10982,0.03028,0.14151,2.7,79649,11271,372269,998407,12.54
SWE,2017,80,247030,14124,0.05701,0.2516,2.67,68378,17204,301749,626138,9.16
SWE,2017,85,162748,17864,0.1098,0.43316,2.56,51174,22167,201879,324390,6.34
SWE,2017,90,75557,15217,0.20095,0.65259,2.31,29007,18930,94203,122510,4.22
SWE,2017,95,21548,7691,0.3361,0.8369,2,10077,8434,25094,28308,2.81
TWN,2014,0,183744,768,0.00413,0.00412,0.14,100000,412,99646,7955934,79.56
TWN,2014,1,803207,180,2.2e-4,8.7e-4,1.68,99588,86,398152,7856288,78.89
TWN,2014,5,1039973,154,1.5e-4,7.5e-4,2.43,99502,75,497318,7458136,74.95
TWN,2014,10,1319677,181,1.4e-4,7e-4,2.53,99427,70,496965,6960818,70.01
TWN,2014,15,1556952,508,3.2e-4,0.00162,2.97,99358,161,496462,6463852,65.06
TWN,2014,20,1601542,702,4.4e-4,0.00218,2.56,99197,216,495456,5967390,60.16
TWN,2014,25,1650491,870,5.3e-4,0.00266,2.67,98980,264,494287,5471934,55.28
TWN,2014,30,2014190,1706,8.5e-4,0.00425,2.71,98717,420,492622,4977647,50.42
TWN,2014,35,1924082,2817,0.00145,0.00724,2.72,98297,712,489862,4485025,45.63
TWN,2014,40,1815671,3900,0.00216,0.01074,2.67,97585,1048,485488,3995163,40.94
TWN,2014,45,1856314,6093,0.00329,0.01631,2.7,96537,1574,479070,3509675,36.36
TWN,2014,50,1863764,8547,0.00458,0.02266,2.63,94963,2151,469717,3030606,31.91
TWN,2014,55,1675557,10516,0.00621,0.03062,2.6,92811,2842,457236,2560889,27.59
TWN,2014,60,1373947,12566,0.00898,0.04399,2.65,89970,3958,440537,2103653,23.38
TWN,2014,65,792163,11307,0.0139,0.06732,2.65,86012,5790,416454,1663115,19.34
TWN,2014,70,696464,15551,0.0223,0.10591,2.64,80222,8496,381074,1246662,15.54
TWN,2014,75,523185,19999,0.03786,0.17391,2.66,71725,12474,329481,865588,12.07
TWN,2014,80,379470.39,24925,0.06544,0.28279,2.6,59251,16756,256037,536107,9.05
TWN,2014,85,213387.63,24142,0.11139,0.43539,2.49,42496,18502,166108,280070,6.59
TWN,2014,90,71618.67,13128,0.17706,0.60031,2.32,23994,14403,81346,113962,4.75
TWN,2014,95,16865.85,4767,0.27035,0.7594,2.11,9590,7283,26938,32616,3.4
UKR,2013,0,517301,4030,0.00794,0.00789,0.13,100000,789,99316,7135272,71.35
UKR,2013,1,2004486,718,3.6e-4,0.00142,1.55,99211,141,396498,7035956,70.92
UKR,2013,5,2168158,416,1.9e-4,9.4e-4,2.39,99070,93,495107,6639459,67.02
UKR,2013,10,1930653,465,2.4e-4,0.0012,2.75,98977,119,494617,6144351,62.08
UKR,2013,15,2405136,1368,5.8e-4,0.00287,2.83,98858,284,493672,5649734,57.15
UKR,2013,20,3232157,3127,9.9e-4,0.00492,2.67,98574,484,491741,5156062,52.31
UKR,2013,25,3868992,6248,0.00163,0.0081,2.67,98089,794,488598,4664320,47.55
UKR,2013,30,3476598,9583,0.00272,0.01353,2.7,97295,1317,483445,4175722,42.92
UKR,2013,35,3270101,12966,0.00395,0.01959,2.58,95978,1880,475339,3692277,38.47
UKR,2013,40,3113544,15488,0.00497,0.02455,2.59,94099,2310,464934,3216938,34.19
UKR,2013,45,3085767,20713,0.00677,0.03331,2.6,91789,3057,451602,2752004,29.98
UKR,2013,50,3500369,33017,0.00948,0.04636,2.61,88732,4113,433842,2300402,25.93
UKR,2013,55,3097369,42544,0.01358,0.06578,2.6,84618,5566,409732,1866560,22.06
UKR,2013,60,2796743,57523,0.02046,0.09757,2.62,79052,7713,376917,1456827,18.43
UKR,2013,65,1656868,47778,0.02789,0.13077,2.62,71340,9329,334503,1079910,15.14
UKR,2013,70,2153251,85301,0.04134,0.18811,2.61,62010,11664,282149,745408,12.02
UKR,2013,75,1492884,102861,0.06645,0.28547,2.54,50346,14372,216305,463258,9.2
UKR,2013,80,989404.49,99680,0.10407,0.41279,2.5,35974,14850,142688,246954,6.86
UKR,2013,85,487186.36,83642,0.16799,0.58088,2.35,21124,12270,73044,104266,4.94
UKR,2013,90,104913.52,28387,0.25893,0.74529,2.15,8853,6598,25483,31221,3.53
UKR,2013,95,16056.23,6513,0.3786,0.86806,1.88,2255,1957,5170,5738,2.54
USA,2016,0,3969795.89,23162.2,0.00585,0.00582,0.14,100000,582,99498,7890555,78.91
USA,2016,1,15947862.870000001,4045.21,2.5e-4,0.00101,1.63,99418,101,397434,7791057,78.37
USA,2016,5,20452660.4,2490.1,1.2e-4,6.1e-4,2.41,99318,61,496431,7393623,74.44
USA,2016,10,20618799.1,3013.14,1.5e-4,7.3e-4,2.81,99257,72,496126,6897192,69.49
USA,2016,15,21122987.009999998,10812.62,5.1e-4,0.00255,2.98,99185,253,495412,6401065,64.54
USA,2016,20,22534985.23,21764.3,9.7e-4,0.00484,2.62,98931,479,493517,5905653,59.69
USA,2016,25,22679490.13,27056.56,0.00118,0.00589,2.56,98453,580,490848,5412136,54.97
